Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
5315358,"Data Semantics Management, Volume 1, Rationale, Requirements, and Architecture",Michael M. Gorman,"Gorman, Michael M.",,"=""0978996844""","=""9780978996840""",0,4.00,Whitemarsh Information Systems Corporation,Paperback,404,2008,2008,,2020/04/02,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
5315360,"Data Semantics Management, Volume 2, Deployment",Michael M. Gorman,"Gorman, Michael M.",,"=""0978996852""","=""9780978996857""",0,4.00,Whitemarsh Information Systems Corporation,Paperback,676,2008,2008,,2020/04/02,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
23522,Mythology,Edith Hamilton,"Hamilton, Edith",Steele Savage,"=""0316341517""","=""9780316341516""",0,4.02,"Little, Brown and Company",Paperback,497,1998,1942,,2020/04/01,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""""","=""""",0,4.24,"Little, Brown and Company",Kindle Edition,262,2017,2014,,2020/04/01,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
45897523,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel Maddow,"Maddow, Rachel",,"=""""","=""""",0,4.35,Crown,Kindle Edition,405,2019,2019,,2020/04/01,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
44525559,This Could Be Our Future: A Manifesto for a More Generous World,Yancey Strickler,"Strickler, Yancey",,"=""0525560823""","=""9780525560821""",0,4.09,Viking,Hardcover,304,2019,,,2020/04/01,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.07,PublicAffairs,Hardcover,691,2019,2018,,2020/04/01,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
42202807,A Beginner's Guide to the End: Practical Advice for Living Life and Facing Death,B.J. Miller,"Miller, B.J.",Shoshana Berger,"=""1508282102""","=""9781508282105""",0,4.30,Simon  Schuster Audio,Audiobook,576,2019,,,2020/04/01,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
42111547,America Before: The Key to Earth's Lost Civilization,Graham Hancock,"Hancock, Graham",,"=""""","=""""",0,4.14,Coronet,Kindle Edition,480,2019,2019,,2020/04/01,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""176063073X""","=""9781760630737""",0,4.06,Allen & Unwin,Paperback,288,2019,2013,,2020/04/01,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
39863499,How to Think Like a Roman Emperor: The Stoic Philosophy of Marcus Aurelius,Donald J. Robertson,"Robertson, Donald J.",,"=""""","=""""",0,4.38,St. Martin's Press,Hardcover,304,2019,2019,,2020/04/01,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
42951225,"Gods of the Upper Air: How a Circle of Renegade Anthropologists Reinvented Race, Sex, and Gender in the Twentieth Century",Charles  King,"King, Charles",,"=""0385542194""","=""9780385542197""",0,4.29,Doubleday Books,Hardcover,448,2019,2019,,2020/04/01,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
356824,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""0060198818""","=""9780060198817""",0,4.39,Ecco,Hardcover,912,2007,2007,,2020/04/01,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
40538709,Accidental Presidents: Eight Men Who Changed America,Jared Cohen,"Cohen, Jared",,"=""1501109820""","=""9781501109829""",0,4.11,Simon  Schuster,Hardcover,528,2019,2019,,2020/04/01,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
6052977,"Go Like Hell: Ford, Ferrari, and Their Battle for Speed and Glory at Le Mans",A.J. Baime,"Baime, A.J.",,"=""0618822194""","=""9780618822195""",0,4.45,Houghton Mifflin Harcourt,Hardcover,320,2009,2009,,2020/04/01,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
13129810,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,"Ferriss, Timothy",,"=""0547884591""","=""9780547884592""",0,3.94,New Harvest,Hardcover,672,2012,2012,,2020/04/01,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
22586916,Троецарствие,Luo Guanzhong,"Guanzhong, Luo",Ло Гуань-чжун,"=""""","=""""",0,4.37,,,,,1522,,2020/02/02,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
10530,Six Walks in the Fictional Woods,Umberto Eco,"Eco, Umberto",,"=""0674810511""","=""9780674810518""",0,4.13,Harvard University Press,Paperback,160,1998,1994,,2020/03/31,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
23461426,How to Write a Thesis,Umberto Eco,"Eco, Umberto","Caterina Mongiat Farina, Geoff Farina, Francesco Erspamer","=""0262527138""","=""9780262527132""",0,3.92,MIT Press,Paperback,229,2015,1977,,2020/03/31,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
503534,Way of the Turtle: The Secret Methods That Turned Ordinary People Into Legendary Traders,Curtis Faith,"Faith, Curtis",,"=""007148664X""","=""9780071486644""",0,3.81,McGraw-Hill Companies,Hardcover,320,2007,2007,,2020/03/29,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
177182,Boomeritis: A Novel That Will Set You Free!,Ken Wilber,"Wilber, Ken",,"=""1590300084""","=""9781590300084""",0,3.42,Shambhala,Paperback,464,2003,2002,,2020/03/29,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
26118975,"Beyond Zero and One: Machines, Psychedelics, and Consciousness",Andrew  Smart,"Smart, Andrew",,"=""""","=""9781682190067""",0,3.88,OR Books ,Paperback,268,2015,2015,,2020/03/28,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
33618151,Category Theory for Programmers,Bartosz Milewski,"Milewski, Bartosz",Igal Tabachnik,"=""""","=""""",0,4.23,,ebook,473,2018,2014,,2020/03/28,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
7039888,Don't Just Roll the Dice - a usefully short guide to software pricing,Neil  Davidson,"Davidson, Neil",,"=""1906434387""","=""9781906434380""",0,3.65,Red Gate Books,Paperback,84,2009,2009,,2020/03/28,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
26097555,Breaking Smart - Season 1,Venkatesh G. Rao,"Rao, Venkatesh G.",,"=""""","=""""",0,4.27,Self published,ebook,,2015,2015,,2020/03/28,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
5986868,The Secret History of Star Wars,Michael Kaminski,"Kaminski, Michael",Josh Robert Thompson,"=""0978465237""","=""9780978465230""",0,3.87,Legacy Books Press,Paperback,611,2008,2008,,2020/03/27,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
513099,Philosophy of Science: The Link Between Science and Philosophy,Philipp Frank,"Frank, Philipp",,"=""048643897X""","=""9780486438979""",0,3.79,Dover Publications,Paperback,434,2004,1974,,2020/03/17,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
18113211,Человеческое познание: Его сферы и границы,Bertrand Russell,"Russell, Bertrand",Бертран Рассел,"=""9665210939""","=""""",0,4.09,Ніка-Центр,Hardcover,560,2001,1948,,2020/03/17,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
27131062,Вся кремлевская рать: Краткая история современной России,Mikhail Zygar,"Zygar, Mikhail",Михаил Зыгарь,"=""""","=""9785990722309""",0,4.29,Интеллектуальная Литература,Hardcover,408,2016,2015,,2020/03/17,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
32731473,Как исправить зрение,Aldous Huxley,"Huxley, Aldous",Олдос Хаксли,"=""5891630044""","=""""",5,3.68,Серебряные нити,Paperback,112,2003,1942,2020/03/17,2020/02/02,,,read,Must read,,,1,,,0,,,,,
52419341,The Age of Entitlement: America Since the Sixties,Christopher Caldwell,"Caldwell, Christopher",,"=""1501106899""","=""9781501106897""",0,3.98,Simon  Schuster,Hardcover,352,2020,2020,,2020/02/02,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
15929764,What Are You Looking At?: 150 Years of Modern Art in a Nutshell,Will Gompertz,"Gompertz, Will",,"=""0670920495""","=""9780670920495""",0,4.21,Viking,Hardcover,464,2012,2012,,2020/03/16,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
29093292,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,"Holiday, Ryan",Stephen Hanselman,"=""""","=""""",0,4.32,Portfolio,Hardcover,416,2016,2016,,2020/03/16,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
34053129,Экономикс. Как работает экономика (и почему не работает) в словах и картинках,Michael Goodwin,"Goodwin, Michael",Майкл Гудвин,"=""""","=""9785001003809""",0,4.33,"Манн, Иванов и Фербер",Paperback,296,2017,2012,,2020/03/16,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
36086233,Modern Graphics Communication,Shawna E. Lockhart,"Lockhart, Shawna E.",,"=""0134848713""","=""9780134848716""",0,5.00,Peachpit Press,Paperback,872,2018,,,2020/03/14,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
70140,Modern Architecture: A Critical History,Kenneth Frampton,"Frampton, Kenneth",,"=""0500202575""","=""9780500202579""",0,4.08,Thames & Hudson,Paperback,376,1992,1980,,2020/03/11,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
103758,Zen in the Art of Archery,Eugen Herrigel,"Herrigel, Eugen","R.F.C. Hull, D.T. Suzuki","=""0375705090""","=""9780375705090""",5,3.98,Vintage,Mass Market Paperback,81,1999,1948,2020/03/11,2020/02/22,,,read,,,,1,,,0,,,,,
16176,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,"Ridley, Matt",,"=""0060556579""","=""9780060556570""",0,4.05,Harper Perennial (HarperCollins),Paperback,405,2003,1993,,2020/02/22,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
22309892,Rome Was Not Built in a Day - The Story of the Roman People vol. I,Nanami Shiono,"Shiono, Nanami","Ronald Dore, Steven Wills","=""""","=""""",0,4.38,"SHINCHOSHA Publishing Co., Ltd.",Kindle Edition,,2014,1992,,2020/02/22,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
321982,What to Say When You Talk to Yourself,Shad Helmstetter,"Helmstetter, Shad",,"=""0722525117""","=""9780722525111""",0,4.13,Thorsons,Paperback,256,1991,1986,,2020/02/22,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.39,Vintage,Paperback,512,2015,2011,,2020/02/22,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
129603,You Can Heal Your Life,Louise L. Hay,"Hay, Louise L.",,"=""8176210773""","=""9788176210775""",0,4.15,Full Circle,Unknown Binding,253,1984,1984,,2020/02/22,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",0,4.14,Voyager,Paperback,278,2003,1974,,2020/02/22,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
223929,Thinking Architecture,Peter Zumthor,"Zumthor, Peter",,"=""3764374977""","=""9783764374976""",0,4.26,Birkhauser,Hardcover,96,2006,1998,,2020/02/22,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119002257""","=""9781119002253""",0,4.39,Wiley,Paperback,288,2015,2015,,2020/02/22,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
44541457,Give A Damn!: The Ticket to Cultural Change,Mark S. Lewis,"Lewis, Mark S.",,"=""""","=""""",0,4.00,,Kindle Edition,167,2018,,,2020/02/22,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
26311290,"Почерк, портрет, характер. Скрытая психодиагностика в практическом изложении",Владимир Тараненко,"Тараненко, Владимир",,"=""""","=""""",0,4.00,Dmytro Strelbytskyy,Kindle Edition,386,2013,2013,,2020/02/21,,,read,,,,1,,,0,,,,,
41716904,Upheaval: Turning Points for Nations in Crisis,Jared Diamond,"Diamond, Jared",,"=""0316409138""","=""9780316409131""",0,3.90,"Little, Brown and Company",Hardcover,512,2019,2019,,2020/02/20,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,"Diamond, Jared",,"=""0465031269""","=""9780465031269""",0,3.71,Basic Books,Paperback,176,1998,1997,,2020/02/20,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
15766601,The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,"Diamond, Jared",,"=""0670024813""","=""9780670024810""",0,3.76,Viking,Hardcover,512,2012,2012,,2020/02/20,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared","Tatjana Bižić, Gordana Vučićević","=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2020/02/20,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
155981,"Psycho-Cybernetics, A New Way to Get More Living Out of Life",Maxwell Maltz,"Maltz, Maxwell",,"=""0671700758""","=""9780671700751""",0,4.23,Pocket,Mass Market Paperback,288,1989,1960,,2020/02/18,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
1148175,A Cognitive Theory Of Consciousness,Bernard J. Baars,"Baars, Bernard J.",,"=""0521427436""","=""9780521427432""",0,4.11,Cambridge University Press,Paperback,,1993,1989,,2020/02/17,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
2301361,Manifest Your Desires: 365 Ways to Make Your Dreams a Reality,Esther Hicks,"Hicks, Esther",Jerry Hicks,"=""1401916945""","=""9781401916947""",0,4.34,Hay House,Paperback,384,2008,2008,,2020/02/17,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
6670237,Постфилософия,Alexander Dugin,"Dugin, Alexander",Александр Гельевич Дугин,"=""""","=""""",0,3.20,Евразийское движение,,,2009,2009,,2020/02/13,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
16671338,Adrian Frutiger - Typefaces: The Complete Works,Heidrun Osterer,"Osterer, Heidrun","Philipp Stamm, Swiss Foundation Type and Typography, Susanne Dickel, Dylan Spiekermann, Erik Spiekermann, Tim Danaher","=""3034609906""","=""9783034609906""",0,4.88,Birkhauser,ebook,460,2012,2008,,2020/02/13,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
25688196,Forms and Counterforms,Adrian Frutiger,"Frutiger, Adrian",,"=""3721204417""","=""9783721204414""",0,0.0,Niggli Verlag,Paperback,112,1999,1999,,2020/02/13,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
1858776,Signs and Symbols: Their Design and Meaning,Adrian Frutiger,"Frutiger, Adrian",,"=""0823048268""","=""9780823048267""",5,4.10,Watson-Guptill Publications,Paperback,360,1998,1981,2020/02/13,2020/02/02,,,read,"We are living in the age of information flood, being detached from traditional forms of communication and message transfer provided by digital freedom. And it becomes more and more important to understand origins and rules of visual knowledge transfer, signaling and more to make information easily comprehensible and scannable by humans to prevent missing and loosing it in the void of digital cosmos.<br/><br/>This book is an amazing journey from rock paintings to modern typefaces, symbols, signals and beyond. It contains a thorough analysis of “anatomy” and “algebra” of visual means of information transfer accompanied by plentiful facts of history, tools, materials, human physiology and perception.<br/><br/>Just as languages are alive, ever-changing and adapting to the world, so are the means of speech and knowledge transfer. The book, while showing fundamentals, also invites its readers to use their intellect and imagination to come up with better solutions for the contemporary environment or even to create new ones for concepts and mediums non-existent before (which is a part of a daily job in software engineering, for example).<br/><br/>It’s hard to imagine the amount of effort put into this book and it’s definitely recommended for everyone interested in design, history, and cultures.",,,1,,,0,,,,,
48913023,Expressive Design Systems,Yesenia Perez-Cruz,"Perez-Cruz, Yesenia",,"=""""","=""9781937557843""",0,4.28,A Book Apart,Paperback,126,2019,,,2020/02/13,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
39718503,Going Offline,Jeremy Keith,"Keith, Jeremy",Aaron Gustafson,"=""""","=""""",0,4.24,A Book Apart,,142,2018,,,2020/02/13,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
31277338,Practical SVG,Chris Coyier,"Coyier, Chris",,"=""""","=""9781937557423""",0,4.00,A Book Apart,Paperback,154,2016,,,2020/02/13,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
27858998,Responsive Design: Patterns & Principles,Ethan Marcotte,"Marcotte, Ethan",,"=""""","=""9781937557348""",0,4.14,A Book Apart,ebook,169,2015,,,2020/02/13,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
27398166,Designing for Touch,Josh Clark,"Clark, Josh",,"=""1937557286""","=""9781937557287""",0,3.97,A Book Apart,ebook,169,2015,2015,,2020/02/13,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
13608106,On Web Typography,Jason Santa Maria,"Maria, Jason Santa",,"=""""","=""9781937557065""",0,4.18,A Book Apart,Paperback,142,2014,2014,,2020/02/13,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
17236175,Just Enough Research,Erika Hall,"Hall, Erika",Jeffrey Zeldman,"=""1937557103""","=""9781937557102""",0,4.18,A Book Apart,Paperback,154,2013,2013,,2020/02/13,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,"=""0375508732""","=""9780375508738""",0,4.30,Random House,Hardcover,472,2002,1961,,2020/02/13,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
426827,Sagmeister: Made You Look,Stefan Sagmeister,"Sagmeister, Stefan",Peter Hall,"=""1861542747""","=""9781861542748""",0,4.29,Thames & Hudson,Hardcover,292,2001,2001,,2020/02/13,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
23557020,How to Make Sense of Any Mess: Information Architecture for Everybody,Abby Covert,"Covert, Abby",,"=""""","=""""",0,3.86,,Kindle Edition,174,2014,2014,,2020/02/13,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
180651,Geometry of Design: Studies in Proportion and Composition,Kimberly Elam,"Elam, Kimberly",,"=""1568982496""","=""9781568982496""",0,4.08,Princeton Architectural Press,Paperback,96,2001,2001,,2020/02/13,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
9180968,The Vignelli Canon,Massimo Vignelli,"Vignelli, Massimo",,"=""3037782250""","=""9783037782255""",0,4.43,Lars Muller Publishers,Paperback,110,2010,2010,,2020/02/13,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
3296910,Web Form Design: Filling in the Blanks,Luke Wroblewski,"Wroblewski, Luke","Bob Baxley, Aaron Gustafson, Jared Spool, Caroline Jarrett, Peter Wallack, James Reffell, Jack Moffett, Micah Alpern","=""1933820241""","=""9781933820248""",0,4.04,Rosenfeld Media,Paperback,226,2008,2008,,2020/02/13,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
7318651,As Little Design as Possible,Sophie Lovell,"Lovell, Sophie","Jonathan Ive, Klaus Kemp","=""0714849189""","=""9780714849188""",0,4.40,Phaidon Press,Hardcover,400,2011,2010,,2020/02/13,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
314796,79 Short Essays on Design,Michael Bierut,"Bierut, Michael",,"=""1568986998""","=""9781568986999""",0,4.04,Princeton Architectural Press,Hardcover,240,2007,2007,,2020/02/13,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
79766,"A Pattern Language: Towns, Buildings, Construction",Christopher W. Alexander,"Alexander, Christopher W.","Sara Ishikawa, Murray Silverstein, Max  Jacobson, Ingrid Fiksdahl-King, Shlomo Angel","=""0195019199""","=""9780195019193""",0,4.41,Oxford University Press,Hardcover,1171,1977,1977,,2020/02/13,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
17746,Visual Explanations,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392126""","=""9780961392123""",0,4.29,Graphics Press,Hardcover,156,1998,1997,,2020/02/13,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
190560,Design for the Real World: Human Ecology and Social Change,Victor Papanek,"Papanek, Victor",,"=""0897331532""","=""9780897331531""",0,4.26,Academy Chicago Publishers,Paperback,416,2005,1972,,2020/02/13,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
41597,The Non-Designer's Design Book,Robin P. Williams,"Williams, Robin P.",,"=""0321193857""","=""9780321193858""",0,4.09,Peachpit Press,Paperback,191,2003,2011,,2020/02/13,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
17745,Envisioning Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392118""","=""9780961392116""",0,4.23,Graphics Press,Hardcover,126,1992,1990,,2020/02/12,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
69736,Thinking with Type,Ellen Lupton,"Lupton, Ellen",,"=""1568984480""","=""9781568984483""",0,4.10,Princeton Architectural Press,Paperback,176,2004,2004,,2020/02/12,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
18197267,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability",Steve Krug,"Krug, Steve",,"=""0321965515""","=""9780321965516""",0,4.24,New Riders Publishing,Paperback,200,2013,2000,,2020/02/12,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
2292553,Little ABC Book of Rudolf Koch,Rudolf Koch,"Koch, Rudolf",,"=""0879232951""","=""9780879232955""",0,4.67,David R. Godine Publisher,Paperback,80,1977,1976,,2020/02/12,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
825484,The Book of Signs,Rudolf Koch,"Koch, Rudolf",,"=""0486201627""","=""9780486201627""",0,3.84,Dover Publications,Paperback,112,1955,1926,,2020/02/12,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2020/02/12,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
1413300,"Sign, Symbol And Script: An Account Of Man's Efforts To Write",Hans Jensen,"Jensen, Hans",,"=""0044000219""","=""9780044000211""",0,3.75,,,,,,,2020/02/12,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
43720168,"Winter World (The Long Winter, #1)",A.G. Riddle,"Riddle, A.G.",,"=""""","=""""",0,4.13,Legion Books,Kindle Edition,418,2019,2019,,2020/02/10,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,3.96,Walker Books,Hardcover,184,2005,1995,,2020/02/10,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
296662,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,"Loewen, James W.",,"=""0684818868""","=""9780684818863""",0,3.96,"Touchstone Books/Simon & Schuster, Inc.",Paperback,383,1996,1995,,2020/02/10,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,W. W. Norton & Company,Paperback,301,2018,2017,,2020/02/10,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.03,Liveright,Paperback,606,2016,2015,,2020/02/10,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"Brown, Dee",,"=""0805066691""","=""9780805066692""",0,4.22,"Henry Holt and Company, LLC",Paperback,509,2001,1970,,2020/02/10,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
3193200,Да здравствует фикус!,George Orwell,"Orwell, George","Джордж Оруэлл, Вера Домитеева","=""5751604075""","=""9785751604073""",0,3.90,Текст,Hardcover,288,2004,1936,,2020/02/10,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
174904,The UNIX-Haters Handbook,Simson Garfinkel,"Garfinkel, Simson",,"=""1568842031""","=""9781568842035""",5,3.78,Wiley Publishing,Paperback,329,1994,1994,,2020/02/10,,,read,,,,1,,,0,,,,,
124928,Runway Zero-Eight,Arthur Hailey,"Hailey, Arthur",John Castle,"=""0440175461""","=""9780440175469""",4,3.86,Dell Publishing Company,Paperback,168,1969,1958,,2017/01/07,,,read,,,,1,,,0,,,,,
27834883,История упадка и крушения Римской империи,Эдвард Гиббон,"Гиббон, Эдвард",,"=""""","=""""",5,4.67,Dmytro Strelbytskyy,Kindle Edition,858,2013,,,2019/09/28,,,read,,,,1,,,0,,,,,
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,"Tolle, Eckhart",,"=""1577314808""","=""9781577314806""",4,4.14,New World Library,Paperback,229,2004,1997,,2019/09/28,,,read,,,,1,,,0,,,,,
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",4,4.09,Ballantine Books,Kindle Edition,258,2008,1968,,2019/09/28,,,read,,,,1,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",4,3.61,Vintage,Paperback,259,1992,1962,,2019/09/28,,,read,,,,1,,,0,,,,,
234225,Dune (Dune #1),Frank Herbert,"Herbert, Frank",علي رضا,"=""0340839937""","=""9780340839935""",4,4.25,Hodder & Stoughton,Paperback,604,2006,1965,,2019/09/28,,,read,,,,1,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2019/09/28,,,read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",4,3.98,DeBolsillo,Mass Market Paperback,158,2004,1953,,2019/09/28,,,read,,,,1,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2019/09/28,,,read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",4,4.21,Bantam Books,Hardcover,224,2004,1950,,2019/09/28,,,read,,,,1,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan","Gary Ruddell, Gaetano Luigi Staffilano","=""0553283685""","=""9780553283686""",4,4.24,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2019/09/28,,,read,,,,1,,,0,,,,,
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",4,4.22,Spectra Books,Mass Market Paperback,517,1995,1990,,2019/09/28,,,read,,,,1,,,0,,,,,
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons,"Simmons, Dan",,"=""0553572946""","=""9780553572940""",3,4.18,Bantam Spectra,Mass Market Paperback,563,1996,1996,,2019/09/28,,,read,,,,1,,,0,,,,,
